Gene,Essential CEG
SPCC1682.06,Non-essential
SPAC977.02,Non-essential
SPBC15D4.12c,Non-essential
SPCC4B3.14,Non-essential
SPBC651.12c,Non-essential
SPCC13B11.02c,Non-essential
SPBC36B7.02,Non-essential
SPCC338.18,Non-essential
SPAC25A8.02,Non-essential
SPAC17A5.05c,Non-essential
SPAC29A4.12c,Non-essential
SPAC1327.01c,Non-essential
SPAC1F8.08,Non-essential
SPAC22H10.02,Non-essential
SPBC1347.11,Non-essential
SPBC660.09,Non-essential
SPAC27D7.11c,Non-essential
SPBC776.06c,Non-essential
SPAC10F6.07c,Non-essential
SPBP18G5.03,Non-essential
SPAC11H11.02c,Non-essential
SPBC1271.08c,Non-essential
SPAC12B10.16c,Non-essential
SPAC977.01,Non-essential
SPBC1348.05,Non-essential
SPAC1002.20,Non-essential
SPAC10F6.15,Non-essential
SPBC146.02,Non-essential
SPAC1002.16c,Essential
SPBC1711.01c,Non-essential
SPCC162.04c,Non-essential
SPCC622.15c,Non-essential
SPCC24B10.16c,Non-essential
SPAC17A2.11,Non-essential
SPAC664.13,Non-essential
SPAC18B11.03c,Non-essential
SPBPB2B2.02,Non-essential
SPCC1840.12,Non-essential
SPAC607.07c,Non-essential
SPAC23C11.07,Non-essential
SPAC22F8.03c,Non-essential
SPAC977.09c,Non-essential
SPAC11D3.16c,Non-essential
