Gene,Essential CEG,Essential OEG
ENSMUSG00000029207,Non-essential,NA
ENSMUSG00000033102,Essential,Non-essential
ENSMUSG00000001833,Non-essential,NA
ENSMUSG00000020868,Non-essential,Non-essential
ENSMUSG00000026204,Non-essential,Non-essential
ENSMUSG00000023026,Non-essential,Non-essential
ENSMUSG00000033762,Essential,Essential
ENSMUSG00000028127,Non-essential,Non-essential
ENSMUSG00000040044,NA,Essential
ENSMUSG00000032479,Non-essential,Non-essential
ENSMUSG00000035873,Non-essential,NA
ENSMUSG00000047446,Non-essential,Non-essential
ENSMUSG00000033910,Non-essential,Non-essential
ENSMUSG00000030411,Non-essential,NA
ENSMUSG00000034416,Non-essential,Non-essential
ENSMUSG00000009621,Non-essential,Non-essential
ENSMUSG00000013584,Non-essential,Essential
ENSMUSG00000039989,Non-essential,Essential
ENSMUSG00000045493,Non-essential,Non-essential
ENSMUSG00000006546,Non-essential,Non-essential
ENSMUSG00000021273,Non-essential,Essential
ENSMUSG00000044562,Non-essential,NA
ENSMUSG00000032942,Non-essential,Non-essential
ENSMUSG00000024621,Non-essential,NA
ENSMUSG00000025401,Non-essential,Non-essential
ENSMUSG00000019494,Essential,NA
ENSMUSG00000043753,Non-essential,Non-essential
ENSMUSG00000022394,Essential,Essential
ENSMUSG00000035992,Non-essential,Non-essential
ENSMUSG00000026526,Non-essential,Essential
ENSMUSG00000041225,Non-essential,Non-essential
ENSMUSG00000030546,NA,Non-essential
ENSMUSG00000062380,Non-essential,NA
ENSMUSG00000078440,Essential,NA
ENSMUSG00000026950,Non-essential,NA
ENSMUSG00000016534,Non-essential,NA
ENSMUSG00000006705,Non-essential,Essential
ENSMUSG00000043153,Non-essential,NA
ENSMUSG00000021519,Essential,Essential
ENSMUSG00000032067,Non-essential,Essential
ENSMUSG00000040610,Non-essential,Essential
ENSMUSG00000035759,Non-essential,Essential
ENSMUSG00000069601,Non-essential,NA
ENSMUSG00000047976,Non-essential,NA
ENSMUSG00000027035,Non-essential,Non-essential
ENSMUSG00000059923,Essential,Essential
ENSMUSG00000021838,Non-essential,NA
ENSMUSG00000037531,Essential,Essential
ENSMUSG00000020592,Non-essential,Non-essential
ENSMUSG00000002147,Non-essential,Non-essential
ENSMUSG00000026100,Non-essential,Non-essential
ENSMUSG00000063015,Non-essential,Non-essential
ENSMUSG00000028223,Non-essential,Non-essential
ENSMUSG00000024892,Non-essential,Essential
ENSMUSG00000032997,Non-essential,Non-essential
ENSMUSG00000021614,Non-essential,NA
ENSMUSG00000028771,Non-essential,Essential
ENSMUSG00000069833,Non-essential,NA
ENSMUSG00000022286,Non-essential,Essential
ENSMUSG00000041301,Non-essential,NA
ENSMUSG00000032040,Essential,Essential
ENSMUSG00000001741,Non-essential,Non-essential
ENSMUSG00000045671,Non-essential,Non-essential
ENSMUSG00000029502,Non-essential,NA
ENSMUSG00000034345,Non-essential,NA
ENSMUSG00000001158,Non-essential,Essential
ENSMUSG00000005553,NA,Non-essential
ENSMUSG00000061731,Essential,Essential
ENSMUSG00000063077,Non-essential,Essential
ENSMUSG00000038991,Essential,Non-essential
ENSMUSG00000055116,Non-essential,NA
ENSMUSG00000030494,Non-essential,Non-essential
ENSMUSG00000024862,NA,Non-essential
ENSMUSG00000018574,Non-essential,NA
ENSMUSG00000022272,Non-essential,Non-essential
ENSMUSG00000032498,Non-essential,NA
ENSMUSG00000037583,Non-essential,Non-essential
ENSMUSG00000099083,Non-essential,Non-essential
ENSMUSG00000004936,Essential,Essential
ENSMUSG00000071037,Non-essential,Non-essential
ENSMUSG00000028139,Non-essential,NA
ENSMUSG00000031696,Essential,Essential
ENSMUSG00000042286,Non-essential,Non-essential
ENSMUSG00000035834,Non-essential,Essential
ENSMUSG00000017831,Non-essential,Non-essential
ENSMUSG00000059772,Non-essential,Non-essential
ENSMUSG00000047604,Non-essential,Non-essential
ENSMUSG00000031367,Non-essential,Non-essential
ENSMUSG00000037958,Non-essential,NA
ENSMUSG00000025860,Non-essential,NA
ENSMUSG00000029455,Non-essential,Non-essential
ENSMUSG00000020542,Essential,Essential
ENSMUSG00000042834,Non-essential,Non-essential
ENSMUSG00000008601,Non-essential,Non-essential
ENSMUSG00000035517,Non-essential,NA
ENSMUSG00000037773,Non-essential,Non-essential
ENSMUSG00000025409,Non-essential,Essential
ENSMUSG00000053161,Non-essential,Non-essential
ENSMUSG00000021775,Non-essential,NA
ENSMUSG00000026771,Non-essential,Non-essential
ENSMUSG00000028796,NA,Non-essential
ENSMUSG00000037722,Non-essential,Essential
ENSMUSG00000027427,Essential,Essential
ENSMUSG00000019787,Non-essential,Non-essential
ENSMUSG00000069733,Non-essential,Non-essential
ENSMUSG00000026270,Non-essential,Non-essential
ENSMUSG00000000708,Non-essential,Non-essential
ENSMUSG00000073700,Non-essential,NA
ENSMUSG00000026575,Non-essential,NA
ENSMUSG00000056758,Non-essential,NA
ENSMUSG00000029610,Non-essential,NA
ENSMUSG00000021702,Non-essential,Non-essential
ENSMUSG00000032368,Non-essential,NA
ENSMUSG00000015214,Non-essential,Non-essential
ENSMUSG00000028138,Non-essential,Non-essential
ENSMUSG00000047632,Non-essential,Non-essential
ENSMUSG00000025077,Non-essential,NA
ENSMUSG00000030271,Non-essential,Non-essential
ENSMUSG00000034593,Non-essential,NA
ENSMUSG00000050919,Non-essential,Non-essential
ENSMUSG00000005994,Non-essential,NA
ENSMUSG00000003500,NA,Non-essential
ENSMUSG00000027881,Essential,Essential
ENSMUSG00000060012,Non-essential,Non-essential
ENSMUSG00000032518,Essential,Essential
ENSMUSG00000044518,Non-essential,Non-essential
ENSMUSG00000017288,Non-essential,Essential
ENSMUSG00000023905,NA,Non-essential
ENSMUSG00000002324,Non-essential,NA
ENSMUSG00000031887,Non-essential,Non-essential
ENSMUSG00000055148,Non-essential,Essential
ENSMUSG00000026586,Non-essential,Essential
ENSMUSG00000021373,Non-essential,NA
ENSMUSG00000040929,Non-essential,Essential
ENSMUSG00000062563,Non-essential,NA
ENSMUSG00000025178,Non-essential,NA
ENSMUSG00000029467,Essential,Essential
ENSMUSG00000025269,Non-essential,Non-essential
ENSMUSG00000053477,Non-essential,Essential
ENSMUSG00000004535,Non-essential,NA
ENSMUSG00000048758,Essential,NA
ENSMUSG00000004460,Non-essential,NA
ENSMUSG00000033430,Non-essential,NA
ENSMUSG00000020804,Non-essential,Non-essential
ENSMUSG00000031303,Non-essential,Non-essential
ENSMUSG00000033009,Non-essential,Non-essential
ENSMUSG00000021392,Essential,Essential
ENSMUSG00000040356,Essential,Essential
ENSMUSG00000042608,Non-essential,NA
ENSMUSG00000057322,Essential,NA
ENSMUSG00000035451,Non-essential,NA
ENSMUSG00000046192,Non-essential,NA
ENSMUSG00000027613,Essential,Essential
ENSMUSG00000068082,Non-essential,Non-essential
ENSMUSG00000036686,Non-essential,NA
ENSMUSG00000030846,Non-essential,NA
ENSMUSG00000078937,Non-essential,Essential
ENSMUSG00000021890,Essential,Essential
ENSMUSG00000019852,Non-essential,Non-essential
ENSMUSG00000052751,Non-essential,Non-essential
ENSMUSG00000096145,Non-essential,NA
ENSMUSG00000029394,Essential,Essential
ENSMUSG00000038168,Non-essential,NA
ENSMUSG00000030244,Non-essential,Non-essential
ENSMUSG00000028906,Non-essential,NA
ENSMUSG00000032318,Non-essential,Essential
ENSMUSG00000007815,Essential,Non-essential
ENSMUSG00000070934,Non-essential,NA
ENSMUSG00000020131,Non-essential,Non-essential
ENSMUSG00000024142,Non-essential,NA
ENSMUSG00000037674,Non-essential,NA
ENSMUSG00000038965,Essential,NA
ENSMUSG00000070687,Non-essential,Non-essential
ENSMUSG00000024617,Non-essential,NA
ENSMUSG00000003808,Essential,Essential
ENSMUSG00000041323,Non-essential,NA
ENSMUSG00000040724,Non-essential,NA
ENSMUSG00000017167,Non-essential,Essential
ENSMUSG00000061723,Non-essential,NA
ENSMUSG00000021835,Non-essential,Essential
ENSMUSG00000034330,Non-essential,NA
ENSMUSG00000022358,Non-essential,Non-essential
ENSMUSG00000032010,Non-essential,Non-essential
ENSMUSG00000037224,Non-essential,Non-essential
ENSMUSG00000009670,Non-essential,Non-essential
ENSMUSG00000032202,Non-essential,Non-essential
ENSMUSG00000058441,Non-essential,Non-essential
ENSMUSG00000021676,Non-essential,NA
ENSMUSG00000022707,Non-essential,Essential
ENSMUSG00000037270,Non-essential,Essential
ENSMUSG00000026883,NA,Non-essential
ENSMUSG00000034171,Non-essential,Non-essential
ENSMUSG00000019861,Non-essential,Essential
ENSMUSG00000062939,Non-essential,Non-essential
ENSMUSG00000064177,Non-essential,Non-essential
ENSMUSG00000040329,Non-essential,Non-essential
ENSMUSG00000035799,Non-essential,Essential
ENSMUSG00000028766,Non-essential,NA
ENSMUSG00000024206,Non-essential,NA
ENSMUSG00000029581,Non-essential,NA
ENSMUSG00000026610,Non-essential,Essential
ENSMUSG00000022451,Non-essential,Non-essential
ENSMUSG00000021285,Non-essential,Non-essential
ENSMUSG00000032366,Non-essential,Essential
ENSMUSG00000037820,Non-essential,NA
ENSMUSG00000063935,Non-essential,NA
ENSMUSG00000052581,Non-essential,Non-essential
ENSMUSG00000030527,Non-essential,NA
ENSMUSG00000019487,NA,Non-essential
ENSMUSG00000030921,Non-essential,Non-essential
ENSMUSG00000025340,Non-essential,Essential
ENSMUSG00000028634,Non-essential,Non-essential
ENSMUSG00000022604,NA,Essential
ENSMUSG00000004508,Essential,Non-essential
ENSMUSG00000025968,Essential,Essential
ENSMUSG00000064158,Non-essential,NA
ENSMUSG00000071711,Non-essential,Non-essential
ENSMUSG00000003282,NA,Non-essential
ENSMUSG00000018909,Non-essential,Non-essential
ENSMUSG00000040586,Non-essential,NA
ENSMUSG00000022742,NA,Non-essential
ENSMUSG00000039191,Non-essential,Essential
ENSMUSG00000039197,Non-essential,NA
ENSMUSG00000031168,Non-essential,NA
ENSMUSG00000027162,NA,Non-essential
ENSMUSG00000029911,Essential,Essential
ENSMUSG00000044792,NA,Essential
ENSMUSG00000058835,NA,Essential
ENSMUSG00000035804,Non-essential,Non-essential
ENSMUSG00000038766,Non-essential,Non-essential
ENSMUSG00000026457,Non-essential,Non-essential
ENSMUSG00000050188,Non-essential,NA
ENSMUSG00000015536,Non-essential,Essential
ENSMUSG00000028890,Non-essential,Essential
ENSMUSG00000022705,Non-essential,Non-essential
ENSMUSG00000018678,Non-essential,Essential
ENSMUSG00000047454,Non-essential,Essential
ENSMUSG00000013858,Non-essential,Non-essential
ENSMUSG00000034761,Non-essential,Non-essential
ENSMUSG00000026414,Non-essential,Essential
ENSMUSG00000024392,Non-essential,Essential
ENSMUSG00000024112,Non-essential,Non-essential
ENSMUSG00000023991,Non-essential,Essential
ENSMUSG00000020193,Non-essential,NA
ENSMUSG00000018567,Non-essential,Non-essential
ENSMUSG00000038816,Non-essential,Non-essential
ENSMUSG00000003518,Non-essential,Non-essential
ENSMUSG00000068614,Non-essential,Essential
ENSMUSG00000071454,Non-essential,Non-essential
ENSMUSG00000003033,Non-essential,Essential
ENSMUSG00000060038,Essential,Essential
ENSMUSG00000034936,Non-essential,Non-essential
ENSMUSG00000038301,Non-essential,NA
ENSMUSG00000023927,Non-essential,Essential
ENSMUSG00000029110,Non-essential,NA
ENSMUSG00000021114,NA,Essential
ENSMUSG00000040363,Non-essential,NA
ENSMUSG00000028125,Non-essential,Non-essential
ENSMUSG00000005705,Essential,Non-essential
ENSMUSG00000003131,Non-essential,NA
ENSMUSG00000005917,Non-essential,Essential
ENSMUSG00000024640,Non-essential,Essential
ENSMUSG00000025743,Non-essential,Non-essential
ENSMUSG00000039834,Essential,NA
ENSMUSG00000007682,Non-essential,Non-essential
ENSMUSG00000019774,Essential,NA
ENSMUSG00000035027,NA,Non-essential
ENSMUSG00000039166,Non-essential,Non-essential
ENSMUSG00000024511,Non-essential,Non-essential
ENSMUSG00000044042,Non-essential,NA
ENSMUSG00000035262,Non-essential,Non-essential
ENSMUSG00000041697,NA,Non-essential
ENSMUSG00000026239,Non-essential,Non-essential
ENSMUSG00000039646,Non-essential,Non-essential
ENSMUSG00000020267,Non-essential,Non-essential
ENSMUSG00000041075,Non-essential,Non-essential
ENSMUSG00000026674,Non-essential,NA
ENSMUSG00000022091,Non-essential,Non-essential
ENSMUSG00000021670,Non-essential,Essential
ENSMUSG00000031755,Essential,NA
ENSMUSG00000031629,Non-essential,NA
ENSMUSG00000025354,Non-essential,Non-essential
ENSMUSG00000038324,Non-essential,NA
ENSMUSG00000021245,Non-essential,NA
ENSMUSG00000014077,Non-essential,Non-essential
ENSMUSG00000028664,Non-essential,Non-essential
ENSMUSG00000054364,Non-essential,Non-essential
ENSMUSG00000037533,Essential,Non-essential
ENSMUSG00000047773,Non-essential,Non-essential
ENSMUSG00000031523,Non-essential,Essential
ENSMUSG00000049439,Non-essential,Non-essential
ENSMUSG00000027803,Non-essential,NA
ENSMUSG00000091896,Non-essential,Non-essential
ENSMUSG00000040760,Non-essential,Non-essential
ENSMUSG00000005667,Non-essential,Essential
ENSMUSG00000028456,Non-essential,NA
ENSMUSG00000041237,Non-essential,Non-essential
ENSMUSG00000039385,Non-essential,Non-essential
ENSMUSG00000039783,Non-essential,Non-essential
ENSMUSG00000027996,Non-essential,Non-essential
ENSMUSG00000037032,Non-essential,Non-essential
ENSMUSG00000021877,Non-essential,Essential
ENSMUSG00000032026,Essential,Essential
ENSMUSG00000056427,Essential,NA
ENSMUSG00000032578,Non-essential,Non-essential
ENSMUSG00000053205,Non-essential,NA
ENSMUSG00000021944,Non-essential,Essential
ENSMUSG00000031951,Non-essential,NA
ENSMUSG00000028437,Non-essential,Essential
ENSMUSG00000023017,Non-essential,Non-essential
ENSMUSG00000022855,Non-essential,NA
ENSMUSG00000038967,NA,Non-essential
ENSMUSG00000000278,Non-essential,Non-essential
ENSMUSG00000038855,Non-essential,NA
ENSMUSG00000040850,Non-essential,Non-essential
ENSMUSG00000074637,Essential,Essential
ENSMUSG00000020695,Non-essential,Non-essential
ENSMUSG00000006219,Non-essential,Non-essential
ENSMUSG00000026893,Non-essential,Non-essential
ENSMUSG00000024772,Non-essential,NA
ENSMUSG00000003585,Non-essential,Non-essential
ENSMUSG00000052557,Non-essential,NA
ENSMUSG00000020059,Non-essential,NA
ENSMUSG00000025977,Non-essential,NA
ENSMUSG00000078429,Non-essential,NA
ENSMUSG00000032290,Non-essential,Essential
ENSMUSG00000022519,Non-essential,Non-essential
ENSMUSG00000005510,Essential,NA
ENSMUSG00000026928,Non-essential,Non-essential
ENSMUSG00000029199,Essential,Essential
ENSMUSG00000061360,Essential,NA
ENSMUSG00000004677,Non-essential,Non-essential
ENSMUSG00000035105,Non-essential,Non-essential
ENSMUSG00000037573,NA,Non-essential
ENSMUSG00000037902,Essential,Non-essential
ENSMUSG00000001017,Non-essential,Essential
ENSMUSG00000025209,Non-essential,Essential
ENSMUSG00000047260,Non-essential,Essential
ENSMUSG00000006538,Essential,Essential
ENSMUSG00000021478,Non-essential,NA
ENSMUSG00000039476,Non-essential,Non-essential
ENSMUSG00000000600,Non-essential,Essential
ENSMUSG00000068327,Non-essential,Essential
ENSMUSG00000022306,Non-essential,Essential
ENSMUSG00000049086,NA,NA
ENSMUSG00000019978,Non-essential,NA
ENSMUSG00000034837,Non-essential,Non-essential
ENSMUSG00000032418,Non-essential,Non-essential
ENSMUSG00000035769,NA,Non-essential
ENSMUSG00000031781,Non-essential,Essential
ENSMUSG00000040390,Non-essential,Non-essential
ENSMUSG00000027282,Non-essential,Essential
ENSMUSG00000070385,Non-essential,NA
ENSMUSG00000005447,Non-essential,Non-essential
ENSMUSG00000034333,Non-essential,NA
ENSMUSG00000024897,Non-essential,Non-essential
ENSMUSG00000031077,NA,Essential
ENSMUSG00000062937,Non-essential,Essential
ENSMUSG00000020153,Non-essential,Essential
ENSMUSG00000057897,Non-essential,NA
ENSMUSG00000078578,Non-essential,Non-essential
ENSMUSG00000000826,Non-essential,NA
ENSMUSG00000024070,Non-essential,Non-essential
ENSMUSG00000039384,Non-essential,Non-essential
ENSMUSG00000034245,Non-essential,Non-essential
ENSMUSG00000031782,Non-essential,NA
ENSMUSG00000022863,NA,Non-essential
ENSMUSG00000042660,Non-essential,Essential
ENSMUSG00000023143,Non-essential,Non-essential
ENSMUSG00000029674,Non-essential,Non-essential
ENSMUSG00000033307,Essential,Non-essential
ENSMUSG00000042520,Non-essential,NA
ENSMUSG00000030660,Non-essential,Essential
ENSMUSG00000022995,Non-essential,Non-essential
ENSMUSG00000006435,Non-essential,NA
ENSMUSG00000028222,Non-essential,Non-essential
ENSMUSG00000032998,Non-essential,Essential
ENSMUSG00000020105,Non-essential,Non-essential
ENSMUSG00000023972,Non-essential,Essential
ENSMUSG00000005686,Non-essential,Non-essential
ENSMUSG00000014905,Non-essential,NA
ENSMUSG00000012422,Non-essential,Non-essential
ENSMUSG00000051176,Non-essential,NA
ENSMUSG00000028128,Non-essential,Essential
ENSMUSG00000020283,Non-essential,Essential
ENSMUSG00000021567,Non-essential,Non-essential
ENSMUSG00000109511,Essential,Essential
ENSMUSG00000020413,Essential,Essential
ENSMUSG00000020474,Non-essential,Non-essential
ENSMUSG00000053907,Non-essential,Essential
ENSMUSG00000029804,Non-essential,Non-essential
ENSMUSG00000049791,Non-essential,NA
ENSMUSG00000024983,Non-essential,Non-essential
ENSMUSG00000001964,Non-essential,Non-essential
ENSMUSG00000002688,Non-essential,Essential
ENSMUSG00000029423,Non-essential,NA
ENSMUSG00000028691,Non-essential,NA
ENSMUSG00000004044,Non-essential,NA
ENSMUSG00000021224,Non-essential,Essential
ENSMUSG00000024529,Non-essential,Essential
ENSMUSG00000075588,Non-essential,Essential
ENSMUSG00000024597,Non-essential,NA
ENSMUSG00000030180,Non-essential,Essential
ENSMUSG00000026580,Non-essential,Non-essential
ENSMUSG00000035139,Non-essential,NA
ENSMUSG00000027642,Non-essential,Essential
ENSMUSG00000038402,Non-essential,Essential
ENSMUSG00000004891,Non-essential,Essential
ENSMUSG00000034041,Non-essential,Non-essential
ENSMUSG00000030421,Non-essential,Non-essential
ENSMUSG00000050896,Non-essential,Non-essential
ENSMUSG00000022090,Non-essential,Non-essential
ENSMUSG00000005583,Non-essential,Essential
ENSMUSG00000020198,Essential,NA
ENSMUSG00000078773,Non-essential,Non-essential
ENSMUSG00000030842,Essential,Essential
ENSMUSG00000001510,Non-essential,Essential
ENSMUSG00000027679,Non-essential,Non-essential
ENSMUSG00000052942,Non-essential,NA
ENSMUSG00000001211,Non-essential,NA
ENSMUSG00000050357,Non-essential,Non-essential
ENSMUSG00000047777,Non-essential,NA
ENSMUSG00000045903,Non-essential,NA
ENSMUSG00000042594,Non-essential,Non-essential
ENSMUSG00000022383,Non-essential,Non-essential
ENSMUSG00000032018,Non-essential,Essential
ENSMUSG00000034390,Non-essential,Essential
ENSMUSG00000042717,Non-essential,Non-essential
ENSMUSG00000067567,Non-essential,Essential
ENSMUSG00000025949,Non-essential,Essential
ENSMUSG00000031097,Non-essential,Essential
ENSMUSG00000040550,Non-essential,NA
ENSMUSG00000033751,NA,Essential
ENSMUSG00000030890,Non-essential,Essential
ENSMUSG00000031278,Non-essential,NA
ENSMUSG00000023977,NA,NA
ENSMUSG00000005338,Non-essential,Non-essential
ENSMUSG00000078622,Non-essential,Essential
ENSMUSG00000023064,Non-essential,Non-essential
ENSMUSG00000039304,Non-essential,Non-essential
ENSMUSG00000022841,NA,Essential
ENSMUSG00000033065,Non-essential,NA
ENSMUSG00000047388,Non-essential,Essential
ENSMUSG00000028556,Non-essential,Non-essential
ENSMUSG00000044429,Essential,Non-essential
ENSMUSG00000032469,Non-essential,Essential
ENSMUSG00000013160,Non-essential,NA
ENSMUSG00000037110,Essential,Non-essential
ENSMUSG00000020846,Non-essential,Non-essential
ENSMUSG00000021464,Essential,Essential
ENSMUSG00000069662,Non-essential,Essential
ENSMUSG00000068854,Non-essential,NA
