Gene,Essential OEG
WBGene00003561,Non-essential
WBGene00019388,Non-essential
WBGene00016066,Non-essential
WBGene00011697,Non-essential
WBGene00013758,Non-essential
WBGene00003384,Non-essential
WBGene00001756,Non-essential
WBGene00018669,Non-essential
WBGene00001554,Non-essential
WBGene00007788,Non-essential
WBGene00015704,Non-essential
WBGene00012150,Non-essential
WBGene00020244,Non-essential
WBGene00010002,Non-essential
WBGene00003659,Non-essential
WBGene00012182,Non-essential
WBGene00017583,Non-essential
WBGene00003572,Non-essential
WBGene00018277,Non-essential
WBGene00019335,Non-essential
WBGene00009645,Non-essential
WBGene00004272,Non-essential
WBGene00021019,Non-essential
WBGene00019367,Non-essential
WBGene00018516,Non-essential
WBGene00007436,Non-essential
WBGene00010918,Non-essential
WBGene00015291,Non-essential
WBGene00020187,Non-essential
WBGene00010722,Non-essential
WBGene00016212,Non-essential
WBGene00022592,Non-essential
WBGene00021072,Non-essential
WBGene00018180,Non-essential
WBGene00012389,Non-essential
WBGene00013027,Non-essential
WBGene00019232,Non-essential
WBGene00013208,Non-essential
WBGene00000075,Non-essential
WBGene00001284,Essential
WBGene00022744,Non-essential
WBGene00020340,Non-essential
WBGene00015993,Non-essential
WBGene00017014,Non-essential
WBGene00008423,Non-essential
WBGene00011302,Non-essential
WBGene00011994,Non-essential
WBGene00009260,Non-essential
WBGene00012110,Non-essential
WBGene00011319,Non-essential
WBGene00003584,Non-essential
WBGene00017389,Non-essential
WBGene00003995,Non-essential
WBGene00018795,Non-essential
WBGene00019187,Non-essential
WBGene00022767,Non-essential
WBGene00010367,Non-essential
WBGene00016382,Non-essential
WBGene00019341,Non-essential
WBGene00008006,Non-essential
WBGene00007570,Non-essential
WBGene00001547,Non-essential
WBGene00003582,Non-essential
WBGene00020408,Non-essential
WBGene00020459,Non-essential
WBGene00010704,Non-essential
WBGene00020565,Non-essential
WBGene00008856,Non-essential
WBGene00001869,Essential
WBGene00008122,Non-essential
WBGene00018589,Non-essential
WBGene00015435,Non-essential
WBGene00016485,Non-essential
WBGene00022757,Non-essential
WBGene00009586,Non-essential
WBGene00007882,Non-essential
WBGene00003876,Non-essential
WBGene00008363,Non-essential
WBGene00004020,Non-essential
WBGene00017010,Non-essential
WBGene00016418,Non-essential
WBGene00019045,Non-essential
WBGene00017326,Non-essential
WBGene00008490,Non-essential
WBGene00017865,Non-essential
WBGene00012317,Non-essential
WBGene00014107,Non-essential
WBGene00017915,Non-essential
WBGene00013705,Non-essential
WBGene00012873,Non-essential
WBGene00013623,Non-essential
WBGene00020903,Non-essential
WBGene00000004,Non-essential
WBGene00020911,Non-essential
WBGene00019920,Non-essential
WBGene00019881,Non-essential
WBGene00003938,Non-essential
WBGene00004826,Non-essential
WBGene00021457,Non-essential
WBGene00017592,Non-essential
WBGene00017640,Non-essential
WBGene00001601,Non-essential
WBGene00008018,Non-essential
WBGene00019081,Non-essential
WBGene00019554,Non-essential
WBGene00013487,Non-essential
WBGene00011399,Non-essential
WBGene00006937,Essential
WBGene00012366,Non-essential
WBGene00015083,Non-essential
WBGene00003845,Non-essential
WBGene00006943,Essential
WBGene00018138,Non-essential
WBGene00018045,Non-essential
WBGene00008097,Non-essential
WBGene00020830,Non-essential
WBGene00017257,Non-essential
WBGene00013898,Non-essential
WBGene00001061,Non-essential
WBGene00001442,Non-essential
WBGene00008464,Non-essential
WBGene00020923,Non-essential
WBGene00015676,Non-essential
WBGene00019099,Non-essential
WBGene00015824,Non-essential
WBGene00006505,Non-essential
WBGene00007776,Non-essential
WBGene00016492,Non-essential
WBGene00012233,Non-essential
WBGene00010846,Non-essential
WBGene00013215,Non-essential
WBGene00019184,Non-essential
WBGene00008172,Non-essential
WBGene00020766,Non-essential
WBGene00017148,Non-essential
WBGene00009050,Non-essential
WBGene00001942,Essential
WBGene00013976,Non-essential
WBGene00017722,Non-essential
WBGene00008678,Non-essential
WBGene00001650,Essential
WBGene00004135,Non-essential
WBGene00007113,Non-essential
WBGene00000453,Non-essential
WBGene00012731,Non-essential
WBGene00004032,Non-essential
WBGene00016617,Non-essential
WBGene00010434,Non-essential
WBGene00004269,Non-essential
WBGene00018692,Non-essential
WBGene00014118,Non-essential
WBGene00017229,Non-essential
WBGene00004809,Non-essential
WBGene00012474,Non-essential
WBGene00017765,Non-essential
WBGene00013121,Non-essential
WBGene00010354,Essential
WBGene00014086,Essential
WBGene00009976,Non-essential
WBGene00018001,Non-essential
WBGene00019077,Non-essential
WBGene00008424,Non-essential
WBGene00021129,Non-essential
WBGene00017754,Non-essential
WBGene00007141,Non-essential
WBGene00008061,Non-essential
WBGene00010873,Non-essential
WBGene00017456,Non-essential
WBGene00009547,Non-essential
WBGene00011964,Non-essential
WBGene00012512,Non-essential
WBGene00020414,Non-essential
WBGene00044067,Non-essential
WBGene00016679,Non-essential
WBGene00021549,Non-essential
WBGene00018575,Non-essential
WBGene00004279,Non-essential
WBGene00018410,Non-essential
WBGene00013238,Non-essential
WBGene00013131,Non-essential
WBGene00012968,Non-essential
WBGene00012544,Non-essential
WBGene00016741,Non-essential
WBGene00005642,Non-essential
WBGene00006774,Non-essential
WBGene00009804,Non-essential
WBGene00015744,Non-essential
WBGene00003231,Essential
WBGene00021294,Non-essential
WBGene00017625,Non-essential
WBGene00007048,Non-essential
WBGene00008592,Non-essential
WBGene00012741,Non-essential
WBGene00007991,Non-essential
WBGene00000136,Non-essential
WBGene00016467,Non-essential
WBGene00011648,Non-essential
WBGene00003040,Non-essential
WBGene00012851,Non-essential
WBGene00009826,Non-essential
WBGene00020535,Non-essential
WBGene00011594,Non-essential
WBGene00019070,Non-essential
WBGene00020824,Non-essential
WBGene00016486,Non-essential
WBGene00011877,Non-essential
WBGene00008591,Non-essential
WBGene00004239,Essential
WBGene00020897,Non-essential
WBGene00004110,Non-essential
WBGene00011524,Non-essential
WBGene00008829,Non-essential
WBGene00017881,Non-essential
WBGene00016442,Essential
WBGene00019894,Non-essential
WBGene00018808,Non-essential
WBGene00001790,Non-essential
WBGene00020795,Non-essential
WBGene00016328,Non-essential
WBGene00007606,Non-essential
WBGene00018682,Non-essential
WBGene00016841,Non-essential
WBGene00010642,Non-essential
WBGene00018204,Non-essential
WBGene00007117,Non-essential
WBGene00003380,Non-essential
WBGene00016892,Non-essential
WBGene00003996,Non-essential
WBGene00016388,Non-essential
WBGene00011924,Non-essential
WBGene00003368,Non-essential
WBGene00016288,Non-essential
WBGene00000225,Non-essential
WBGene00013562,Non-essential
WBGene00013725,Non-essential
WBGene00017248,Non-essential
WBGene00012144,Non-essential
WBGene00012850,Non-essential
WBGene00003031,Non-essential
WBGene00009754,Non-essential
WBGene00009416,Non-essential
WBGene00011312,Non-essential
WBGene00020438,Non-essential
WBGene00015471,Non-essential
WBGene00020246,Non-essential
WBGene00010058,Non-essential
WBGene00017724,Non-essential
WBGene00019262,Non-essential
WBGene00001961,Non-essential
WBGene00013232,Non-essential
WBGene00018840,Non-essential
WBGene00004002,Non-essential
WBGene00010780,Non-essential
WBGene00012973,Non-essential
WBGene00011486,Non-essential
WBGene00003990,Non-essential
WBGene00004969,Non-essential
WBGene00001648,Essential
WBGene00004925,Non-essential
WBGene00012221,Non-essential
WBGene00016322,Non-essential
WBGene00016728,Non-essential
WBGene00013127,Non-essential
WBGene00000982,Non-essential
WBGene00013972,Non-essential
WBGene00007785,Non-essential
WBGene00011519,Non-essential
WBGene00016185,Non-essential
WBGene00010662,Non-essential
WBGene00020056,Non-essential
WBGene00006375,Non-essential
WBGene00012398,Non-essential
WBGene00013285,Non-essential
WBGene00015422,Non-essential
WBGene00021269,Non-essential
WBGene00013552,Non-essential
WBGene00001477,Non-essential
WBGene00009171,Non-essential
WBGene00014100,Non-essential
WBGene00016286,Non-essential
WBGene00016697,Non-essential
WBGene00000217,Non-essential
WBGene00017438,Non-essential
WBGene00020195,Non-essential
WBGene00015902,Non-essential
WBGene00003980,Non-essential
WBGene00011986,Non-essential
WBGene00017582,Non-essential
WBGene00018948,Non-essential
WBGene00019968,Non-essential
WBGene00003708,Non-essential
WBGene00018477,Non-essential
WBGene00019793,Non-essential
WBGene00009151,Non-essential
WBGene00017537,Non-essential
WBGene00015450,Non-essential
WBGene00009307,Non-essential
WBGene00003509,Non-essential
WBGene00011349,Non-essential
WBGene00000454,Non-essential
WBGene00003609,Non-essential
WBGene00002188,Non-essential
WBGene00015334,Non-essential
WBGene00009045,Non-essential
WBGene00010010,Non-essential
WBGene00014096,Non-essential
WBGene00020342,Non-essential
WBGene00010083,Non-essential
WBGene00013724,Non-essential
WBGene00016717,Non-essential
WBGene00008784,Non-essential
WBGene00011305,Non-essential
WBGene00018560,Non-essential
WBGene00015677,Non-essential
WBGene00015950,Non-essential
WBGene00002262,Non-essential
WBGene00017638,Non-essential
WBGene00003089,Non-essential
WBGene00007925,Non-essential
WBGene00008009,Non-essential
WBGene00003160,Non-essential
WBGene00011156,Non-essential
WBGene00007775,Non-essential
WBGene00015532,Non-essential
WBGene00018008,Non-essential
WBGene00004201,Non-essential
WBGene00007144,Non-essential
WBGene00004769,Non-essential
WBGene00000843,Non-essential
WBGene00002205,Non-essential
WBGene00011658,Non-essential
WBGene00009744,Non-essential
WBGene00011751,Non-essential
WBGene00008831,Non-essential
WBGene00010080,Non-essential
WBGene00017627,Non-essential
WBGene00007946,Non-essential
WBGene00016698,Non-essential
WBGene00004184,Non-essential
WBGene00006519,Non-essential
WBGene00018363,Non-essential
WBGene00018505,Non-essential
WBGene00019280,Non-essential
WBGene00008561,Non-essential
WBGene00011014,Non-essential
WBGene00008730,Non-essential
WBGene00018393,Non-essential
WBGene00008973,Non-essential
WBGene00017853,Essential
WBGene00002275,Non-essential
WBGene00009172,Non-essential
WBGene00006450,Non-essential
WBGene00009938,Non-essential
WBGene00016368,Non-essential
WBGene00000440,Non-essential
WBGene00004268,Essential
WBGene00015554,Non-essential
WBGene00000882,Non-essential
WBGene00009369,Non-essential
WBGene00020720,Non-essential
WBGene00015014,Non-essential
WBGene00007270,Non-essential
WBGene00009652,Non-essential
WBGene00007757,Non-essential
WBGene00016343,Non-essential
WBGene00017340,Non-essential
WBGene00004953,Essential
WBGene00006674,Non-essential
WBGene00007100,Non-essential
WBGene00013000,Non-essential
WBGene00007627,Essential
WBGene00016835,Non-essential
WBGene00006914,Essential
WBGene00020307,Non-essential
WBGene00010063,Non-essential
WBGene00010913,Non-essential
WBGene00010403,Non-essential
WBGene00017286,Non-essential
WBGene00013856,Non-essential
WBGene00000375,Non-essential
WBGene00016735,Non-essential
WBGene00000764,Non-essential
WBGene00006958,Non-essential
WBGene00012177,Non-essential
WBGene00007762,Non-essential
WBGene00004061,Non-essential
WBGene00013389,Non-essential
WBGene00020509,Non-essential
WBGene00016702,Non-essential
WBGene00017045,Non-essential
WBGene00006393,Non-essential
WBGene00017609,Non-essential
WBGene00015670,Non-essential
WBGene00006591,Non-essential
WBGene00007837,Non-essential
WBGene00006680,Non-essential
WBGene00009203,Non-essential
WBGene00010726,Non-essential
WBGene00011789,Non-essential
WBGene00002072,Essential
WBGene00022877,Non-essential
WBGene00008720,Non-essential
WBGene00017309,Non-essential
WBGene00004356,Non-essential
WBGene00016268,Non-essential
WBGene00012532,Non-essential
WBGene00004078,Essential
WBGene00011568,Non-essential
WBGene00017510,Non-essential
WBGene00018334,Non-essential
WBGene00001400,Non-essential
WBGene00004326,Non-essential
WBGene00017744,Non-essential
WBGene00004753,Non-essential
WBGene00021015,Non-essential
WBGene00004857,Non-essential
WBGene00021075,Non-essential
WBGene00015948,Non-essential
WBGene00012446,Non-essential
WBGene00016997,Non-essential
WBGene00002855,Essential
WBGene00001921,Essential
WBGene00003254,Non-essential
WBGene00002149,Non-essential
WBGene00022667,Non-essential
WBGene00011495,Non-essential
WBGene00015005,Non-essential
WBGene00011417,Non-essential
WBGene00010427,Non-essential
WBGene00018757,Non-essential
WBGene00007886,Non-essential
WBGene00014004,Non-essential
WBGene00019813,Non-essential
WBGene00019795,Non-essential
WBGene00010198,Non-essential
WBGene00011774,Non-essential
WBGene00003722,Non-essential
WBGene00015408,Non-essential
WBGene00004735,Essential
WBGene00010381,Non-essential
WBGene00019145,Non-essential
WBGene00012264,Non-essential
WBGene00011239,Non-essential
WBGene00018838,Non-essential
WBGene00018735,Non-essential
WBGene00020713,Non-essential
WBGene00009499,Non-essential
WBGene00019035,Non-essential
WBGene00016193,Non-essential
WBGene00019773,Non-essential
WBGene00019611,Non-essential
WBGene00012105,Non-essential
WBGene00018771,Essential
WBGene00011036,Non-essential
WBGene00001862,Essential
WBGene00018402,Non-essential
WBGene00000439,Non-essential
WBGene00016849,Non-essential
WBGene00018680,Non-essential
WBGene00009436,Non-essential
WBGene00010306,Non-essential
WBGene00019108,Non-essential
WBGene00015316,Non-essential
WBGene00010636,Non-essential
WBGene00010180,Non-essential
WBGene00008185,Non-essential
WBGene00018444,Non-essential
WBGene00012108,Non-essential
WBGene00012409,Non-essential
WBGene00022565,Non-essential
WBGene00003555,Non-essential
WBGene00013542,Non-essential
WBGene00002241,Non-essential
WBGene00014016,Non-essential
WBGene00018328,Non-essential
WBGene00013694,Non-essential
WBGene00015198,Non-essential
WBGene00019564,Non-essential
WBGene00017134,Non-essential
WBGene00011820,Non-essential
WBGene00007072,Non-essential
WBGene00012478,Non-essential
WBGene00010542,Non-essential
WBGene00011675,Non-essential
WBGene00022799,Non-essential
WBGene00017834,Non-essential
WBGene00016016,Non-essential
WBGene00011740,Non-essential
WBGene00001511,Essential
WBGene00018035,Non-essential
WBGene00020485,Non-essential
WBGene00017924,Non-essential
WBGene00011991,Non-essential
WBGene00003218,Essential
WBGene00020794,Non-essential
WBGene00017934,Non-essential
WBGene00003394,Non-essential
WBGene00016799,Non-essential
WBGene00007700,Non-essential
WBGene00001917,Essential
WBGene00016506,Non-essential
WBGene00015054,Non-essential
WBGene00016938,Non-essential
WBGene00019700,Non-essential
WBGene00006950,Non-essential
WBGene00020077,Non-essential
WBGene00012257,Non-essential
WBGene00001428,Non-essential
WBGene00020797,Non-essential
WBGene00008659,Non-essential
WBGene00012462,Non-essential
WBGene00018093,Non-essential
WBGene00007361,Non-essential
WBGene00020386,Non-essential
WBGene00016786,Non-essential
WBGene00008262,Essential
WBGene00004811,Non-essential
WBGene00012024,Non-essential
WBGene00012269,Non-essential
WBGene00001975,Non-essential
WBGene00014188,Non-essential
WBGene00011698,Non-essential
WBGene00009667,Non-essential
WBGene00013796,Non-essential
WBGene00012210,Non-essential
WBGene00021014,Non-essential
WBGene00009659,Non-essential
WBGene00010332,Non-essential
WBGene00004134,Non-essential
WBGene00017233,Non-essential
WBGene00018351,Non-essential
WBGene00008409,Non-essential
WBGene00022575,Non-essential
WBGene00001627,Essential
WBGene00015754,Non-essential
WBGene00010606,Non-essential
WBGene00004972,Non-essential
WBGene00007699,Non-essential
WBGene00003693,Non-essential
WBGene00013004,Non-essential
WBGene00002368,Essential
WBGene00001886,Essential
WBGene00019153,Non-essential
WBGene00002081,Non-essential
WBGene00020329,Non-essential
WBGene00008336,Non-essential
WBGene00001546,Non-essential
WBGene00011226,Non-essential
WBGene00020833,Non-essential
WBGene00015779,Non-essential
WBGene00008478,Non-essential
WBGene00021293,Non-essential
WBGene00010847,Non-essential
WBGene00019458,Non-essential
WBGene00022615,Non-essential
WBGene00016840,Non-essential
WBGene00006664,Non-essential
