	Q96RS6	Q96K31	Q6KF10	Q8TAT2	Q9H0F6	Q99575	Q13630	Q9NX95	P34981
Q9Y484	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01833	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P093	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZ11	NA	NA	NA	NA	NA	NA	NA	NA	NA
P43115	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7LC44	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRU3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31943	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99570	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NC98	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q3B7T1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q66K14	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54289	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14678	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17019	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60814	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13444	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14160	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28328	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NDM7	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43272	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14983	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86V24	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13568	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXW4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20849	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HD20	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGF7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y282	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95573	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14542	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULI2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30874	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6Y2X3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H6A0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23634	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BYV7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WXK3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14831	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IXQ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15525	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6DN12	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q53HI1	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NK75	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06727	NA	NA	NA	NA	NA	NA	NA	NA	NA
P58499	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UPP1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDW4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UL40	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1A3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14091	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99259	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYN0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H6Y2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51530	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NF89	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86V71	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60673	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75179	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96EN9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZP5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZRP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60353	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDM0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969Y2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5SRI9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDI7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IUX1	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55072	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86TC9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NX47	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14432	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UW10	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43497	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43526	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86VB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95528	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68431	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43543	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NP98	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IV31	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q499Z3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2G3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1D0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47804	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15366	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UI12	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95279	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WUA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60218	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NGY2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYB8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15043	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48443	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96P26	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15561	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86W34	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96BY7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92520	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NFW5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RP7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02786	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15036	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00555	NA	NA	NA	NA	NA	NA	NA	NA	NA
P00451	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39880	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15746	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60299	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IXQ6	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NL26	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NR50	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DMN0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14574	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96DZ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48067	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14713	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96G97	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1C3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IWZ3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y2A7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q2M385	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15438	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L945	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86VI3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZN57	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21964	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A35	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14525	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92845	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H920	NA	NA	NA	NA	NA	NA	NA	NA	NA
P19961	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23219	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HCE7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15544	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N5J2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P0Q8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60313	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96RD9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UQE7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96P70	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHC6	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86VZ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14416	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z4S6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6Q0C1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q4G0S7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNH5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N6R0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47755	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IYK4	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20264	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86Y13	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6GPH6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BXA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96LA5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5BKY1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6PJP8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13698	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15480	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14832	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C0C6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21980	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95154	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86WA9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94898	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N628	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BS34	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WYP5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NBX0	NA	NA	NA	NA	NA	NA	NA	NA	NA
B1ANS9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H1Y3	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15229	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99707	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H583	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60478	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NCR0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15388	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IY50	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00180	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TCX8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BSD7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRI5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99598	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15228	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6ZTA4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14746	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q10471	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NRK6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20338	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16695	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y577	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T442	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16774	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49810	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q69YW2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09874	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94886	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVF7	NA	NA	NA	NA	NA	NA	NA	NA	NA
A6NHC0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N715	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969Z3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6XR72	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VWZ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VTE6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5Y0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IY1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UMX5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92604	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51955	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y6M5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NB59	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14896	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y228	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28845	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20023	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60825	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47901	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TYM5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7LBE3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6GTS8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14966	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96JT2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N468	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H093	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6XUX3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NVF9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13231	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHQ9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60883	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00482	NA	NA	NA	NA	NA	NA	NA	NA	NA
P82279	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5SVQ8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08603	NA	NA	NA	NA	NA	NA	NA	NA	NA
P10155	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y5K5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47712	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35354	NA	NA	NA	NA	NA	NA	NA	NA	NA
P12270	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T5J6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZQ2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15492	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15878	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VY09	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBH6	NA	NA	NA	NA	NA	NA	NA	NA	NA
O00391	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35610	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H497	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86X27	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NHY2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92752	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TC79	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TAH2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBS9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92535	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31512	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31513	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TGP6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P12259	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05026	NA	NA	NA	NA	NA	NA	NA	NA	NA
P47992	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75663	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q58WW2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PN6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96JY0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96BN2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O14880	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T0L3	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L513	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99643	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14994	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02652	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75173	NA	NA	NA	NA	NA	NA	NA	NA	NA
P50336	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86X76	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHV9	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z6I6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y624	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BZW8	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQ25	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9ULK5	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40855	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q15121	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13733	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H3S5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96A28	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UL16	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DPA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
P12319	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16570	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15812	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29016	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29017	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15813	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96FB5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8NCW5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N1K5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P1K2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H3S1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P02545	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TDU9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51398	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P1Z3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49760	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UBP5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13505	NA	NA	NA	NA	NA	NA	NA	NA	NA
P49746	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P2X0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BRV3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P20827	NA	NA	NA	NA	NA	NA	NA	NA	NA
P52797	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T1A1	NA	NA	NA	NA	NA	NA	NA	NA	NA
P55265	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17787	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08887	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30084	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VU65	NA	NA	NA	NA	NA	NA	NA	NA	NA
P51153	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9C0I9	NA	NA	NA	NA	NA	NA	NA	NA	NA
O76003	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UJT0	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43184	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16066	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P287	NA	NA	NA	NA	NA	NA	NA	NA	NA
P60903	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T1C6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6UY18	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VZQ5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H008	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8TF71	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969F1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H5V7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8IV42	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99755	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q6P589	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86VW1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q13015	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q99489	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z465	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9Y466	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9HB21	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UGP8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95359	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86YH6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16610	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWV3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BW92	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75626	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96BI3	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16778	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N3C0	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68431	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q17RR3	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0CG08	NA	NA	NA	NA	NA	NA	NA	NA	NA
P48165	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86WJ1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9P032	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94874	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z3E2	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75578	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43318	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q969M2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VU43	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86X60	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9H6R6	NA	NA	NA	NA	NA	NA	NA	NA	NA
P54868	NA	NA	NA	NA	NA	NA	NA	NA	NA
	NA	NA	NA	NA	NA	NA	NA	NA	NA
P14060	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NQL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96PL2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NXN4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VWP2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UQ13	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96DA2	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UNY4	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q93033	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06729	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75054	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60942	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21554	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60636	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BRV8	NA	NA	NA	NA	NA	NA	NA	NA	NA
P01111	NA	NA	NA	NA	NA	NA	NA	NA	NA
P78382	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q16690	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UMS5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z5A8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95935	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7L1T6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q93097	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5TAB7	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UHI6	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T655	NA	NA	NA	NA	NA	NA	NA	NA	NA
P62834	NA	NA	NA	NA	NA	NA	NA	NA	NA
P0DMS9	NA	NA	NA	NA	NA	NA	NA	NA	NA
P24539	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86XK3	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q7Z6J8	NA	NA	NA	NA	NA	NA	NA	NA	NA
O15374	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q86XJ0	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q14690	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33981	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43865	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9GZR5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q96IX5	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9BYE7	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21333	NA	NA	NA	NA	NA	NA	NA	NA	NA
P08754	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8N8Q1	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5VXT5	NA	NA	NA	NA	NA	NA	NA	NA	NA
